1,3,1,80,30,0.06426064258907115,0.003030367663117509,0.08398766583214957,0.09364599737592777,0.4722136542873201,0.2796199184474848,1,1,0.01064454886724311,0.0,0.0
2,140,235,530,34,0.00815818649837666,0.00033696549010832697,0.02387799538320693,0.051584533002178114,0.7422535820575953,0.5948213060996469,8,17,0.054805851994153894,0.05284904932975769,-0.030378928780555724
3,20,2,2,5,0.012666628845814347,2.1972562205520527e-05,0.04438498663508381,0.05281939221429183,0.13807821946261445,0.5629701092064961,20,15,0.047156384563024685,0.047511194705963135,-0.0005973726026713848
4,6,11,413,13,0.002800661613777816,0.008067086086872696,0.01615527618312128,0.0323807426261527,0.5418509132396254,0.8449369006039084,8,56,0.20516971468886225,0.25662980365753174,-0.78551833152771
5,144,1,63,1,3.667398901031492e-05,5.3936276150914215e-05,0.04665192105748681,0.0949120232901202,0.931674516258473,0.22186465416235845,9,109,0.31338402769784734,0.4867504243850708,-0.0018912625908851623
6,1,11,505,2,3.458474423748308e-05,1.0109570494922715e-05,0.01897350338739806,0.03620945288135955,0.22033864280447057,0.5073609177520056,2,32,0.08575345391173006,0.10366763591766358,-4.12818516488187e-05
7,395,426,14,64,0.0019624936837245844,0.005142324408461796,0.044124285006083765,0.048273085531358145,0.7412576310411726,0.6614850891608371,19,66,0.58414464095001,0.2512655971050263,-0.8811245355606079
8,316,188,65,4,0.0041680848329575726,0.01745314383954528,0.05960861749001382,0.09836962125728088,0.5962021431631188,0.8774228102642195,6,10,0.06724360928277105,0.11290415477752686,-0.12060908508300781
9,224,307,2,1,0.0017835151692702782,0.0062708088402235245,0.09981965500172013,0.02779256033973997,0.33884518179310463,0.8881134760937651,1,1,0.014710081309668492,0.0,0.0
10,6,11,413,13,0.002800661613777816,0.008067086086872696,0.01615527618312128,0.0323807426261527,0.5418509132396254,0.8449369006039084,8,56,0.23713452581169117,0.2667533166408539,-0.7745774383544922
11,144,1,63,1,3.667398901031492e-05,5.3936276150914215e-05,0.04665192105748681,0.0949120232901202,0.931674516258473,0.22186465416235845,9,109,0.3922564103478535,0.374775369644165,-0.04984496620297432
12,395,426,14,64,0.0019624936837245844,0.005142324408461796,0.044124285006083765,0.048273085531358145,0.7412576310411726,0.6614850891608371,19,66,0.3008945210285281,0.2019645048379898,-0.5624472060203553
13,144,1,63,1,3.667398901031492e-05,5.3936276150914215e-05,0.04665192105748681,0.0949120232901202,0.931674516258473,0.22186465416235845,9,109,0.41579443397246224,0.5940168900489807,-0.007350314013659954
14,67,5,4,27,0.0006819736134637024,1.8327452518590805e-05,0.008497713988825862,0.03310303131953516,0.46925019894272824,0.8073935902029243,1,3,0.021237790387423707,0.0120955810546875,-0.00019841139763593675
15,263,60,19,8,8.18017040196744e-05,0.001705540794679651,0.03992068959280484,0.0099905139684087,0.39810126073120444,0.9704601916734731,1,244,1.3387225733811885,12.093709699630738,-34.21658825683594
16,661,294,17,63,9.33818069152686e-05,0.013332335255456901,0.0700612105550555,0.05945352244600865,0.6961737139465725,0.40473170693171656,3,56,0.19165294793138943,0.13455825734138488,-0.21641921496391298
17,263,60,19,8,8.18017040196744e-05,0.001705540794679651,0.03992068959280484,0.0099905139684087,0.39810126073120444,0.9704601916734731,1,244,2.132436234717388,24.836663747787476,-49.88238916015625
18,10,27,67,613,5.660166831418517e-05,0.00010197382721278545,0.04810943959383457,0.04711770791660535,0.3013978886510652,0.1802255816196332,4,70,0.5592772239368204,0.2691753261089325,-0.43750438690185545
19,55,58,11,253,0.0003709634878335791,0.07662182820805094,0.06893066553315938,0.056020911319643485,0.25769810597182574,0.9442573147036201,2,24,0.09370588516575099,0.0,0.0
20,18,391,1,137,0.00015736326986341134,0.001263059051684159,0.07427392552975996,0.09192965315100254,0.5302253325668239,0.3547741008752734,12,208,0.9894012339552081,0.6193929626941681,-0.9256652655601502
21,6,8,132,1,0.00013820013880772565,2.2779837502526067e-05,0.0767701480333834,0.06038625122545789,0.1831832796374061,0.1623337156131589,1,121,0.3878102102454436,0.671317467212677,-0.007542447879910469
22,38,130,412,620,0.0011472839375676438,2.4696132005370853e-05,0.060778461433088404,0.002190692977724362,0.8462687385164922,0.7942417906032788,1,5,0.019485771502842336,0.0,0.0
23,3,1,1,627,0.08746486039797238,0.013225215090192081,0.003276012414715923,0.02063999070625764,0.9411296493427104,0.28951776107408866,14,1,0.008290999180586843,0.0,0.0
24,3,2,437,1,0.00549481161274351,0.003031809085979183,0.044906459529946666,0.0518126956525568,0.6733417417900934,0.14172629093138422,13,11,0.04202328448792726,0.0,0.0
25,625,877,93,44,0.0015025935959294596,0.0030274833485491063,0.007241505638845525,0.0046220642143281815,0.21592015552712085,0.9011631340201318,12,3,0.013023655201090218,0.003708621323108673,-0.0037492683529853823
26,78,12,15,20,0.0001819459629274171,0.0003625435873436813,0.0567135143140701,0.019639274269420328,0.2653845031309313,0.7556432937780453,1,46,0.16459504481678025,0.13025368463993073,-0.1845221424102783
27,19,6,53,993,0.00016325236821830553,0.015537857894829265,0.09309856792941389,0.08485227730256889,0.14244308043037412,0.15203666340269095,7,3,0.015403672324684497,0.0,0.0
28,14,12,26,4,0.008168943195118376,0.00041646014400306377,0.022773162268176106,0.03828087347408674,0.9759781389506799,0.8064739334518869,12,40,0.117124324794992,0.13507801938056946,-0.13821540760993958
29,73,2,13,5,0.0006756431007799835,4.009761496409296e-05,0.04035062584219387,0.009454332486454543,0.09637459926627212,0.39173764683078616,14,71,0.20202564013761745,0.28269751834869383,-0.012836480110883713
30,6,8,132,1,0.00013820013880772565,2.2779837502526067e-05,0.0767701480333834,0.06038625122545789,0.1831832796374061,0.1623337156131589,1,121,0.4054357997228436,0.48346380424499513,-0.027983402147889136
31,78,12,15,20,0.0001819459629274171,0.0003625435873436813,0.0567135143140701,0.019639274269420328,0.2653845031309313,0.7556432937780453,1,46,0.1801577855324141,0.17992954683303833,-0.36383155965805053
32,73,2,13,5,0.0006756431007799835,4.009761496409296e-05,0.04035062584219387,0.009454332486454543,0.09637459926627212,0.39173764683078616,14,71,0.22417234693937985,0.19254417395591736,-0.10979229187965393
33,6,8,132,1,0.00013820013880772565,2.2779837502526067e-05,0.0767701480333834,0.06038625122545789,0.1831832796374061,0.1623337156131589,1,121,0.3949747845105956,0.4392698621749878,-0.02230515304207802
34,2,105,22,1,0.004640561447359234,0.0020048263635081653,0.02618171459594263,0.017138940750806842,0.014752117699324163,0.7261594582656424,5,1,0.011139277326234126,0.0,0.0
35,134,231,2,34,0.0118035446104681,1.5266118884826628e-05,0.06214971376784573,0.09432548717408468,0.7955756562797147,0.15275244466568738,16,33,0.10861385232396177,0.10014805603027344,-0.026950110912322998
36,8,3,93,45,1.7623656044461107e-05,0.009657039591167635,0.07469098254320361,0.03772820654201429,0.712010550259831,0.7262589469791806,1,132,0.4088632328333744,0.33767087090015413,-0.9963093633651734
37,8,3,93,45,1.7623656044461107e-05,0.009657039591167635,0.07469098254320361,0.03772820654201429,0.712010550259831,0.7262589469791806,1,132,0.5681968339429879,0.3286243704557419,-1.0322541427612304
38,1,720,1,16,0.0008623691260890683,0.023631682709351575,0.05902315862243939,0.09153050418877401,0.9733009560456236,0.03959007120239477,20,6,0.08633950832617893,0.0,0.0
39,117,257,1,29,0.0003678008051291542,0.0006150157586782098,0.0767179980040396,0.030310937648493776,0.028706495338291727,0.4308977461649385,2,47,0.1961276834317329,0.0,0.0
40,1,3,17,1,0.0019252272725697557,0.007958804863011133,0.016772006297053468,0.05102452709267925,0.6292625084615601,0.6636735958861221,1,2,0.018599482067568007,0.009365479707717896,-0.012275263786315918
41,102,910,3,201,1.2156406909959309e-05,1.5939981054352906e-05,0.020399994710401083,0.022640356601510838,0.5654667305677417,0.5281421162648784,3,1,0.011943018019372345,0.0,0.0
42,16,17,918,45,0.0001205707647283651,0.0019506786510265746,0.09994446076157555,0.04736463546669037,0.15211036774455478,0.44536144294421665,14,661,2.2688292634832448,1.763694198012352,-3.0242647643089295
43,73,782,637,379,0.0003438661020008316,0.00040445402174692956,0.07592522008147101,0.09624188587251,0.2962734960333099,0.8965578063457383,1,419,2.2201552724878257,3.2270798852443696,-19.751230796813964
44,5,197,94,111,3.0390254769821564e-05,1.8633199627342894e-05,0.08879975598570869,0.05083641093065066,0.30158015098444113,0.4713755043854969,5,2,0.009206182939641355,0.0,0.0
45,1,7,17,2,0.002935753548558848,0.0007509495725422945,0.033323936630922125,0.060162905947096994,0.5761070293651854,0.4314428566384667,7,15,0.05136625947079222,0.05832376909255981,-0.0033054375797510146
46,4,2,432,82,0.01883713853561786,0.00020870697646478825,0.03573523080044574,0.0349405560491199,0.10429935623653486,0.06907246017573743,1,1,0.00947942494706622,0.0,0.0
47,7,24,25,1,0.010541293718744257,0.050293156694444924,0.056605925646016866,0.09638647760970676,0.566886709592722,0.22193426990245102,5,182,0.5027043394897192,0.4323678350448608,-0.5086360175609589
48,542,735,223,36,0.0017886268752361793,8.500012214645095e-05,0.027983016030691466,0.08716177340382188,0.6020468178071435,0.15006332302621495,20,29,0.16732118612560296,0.0,0.0
49,33,1,578,617,0.019471750806178648,0.0003621205104882362,0.0039059714506625934,0.09304653841123983,0.5103982089587223,0.2680448718460744,11,1,0.009090982689365456,0.0,0.0
50,16,17,918,45,0.0001205707647283651,0.0019506786510265746,0.09994446076157555,0.04736463546669037,0.15211036774455478,0.44536144294421665,14,661,2.7003788347715547,1.7965506361722947,-2.9267999596595766
51,73,782,637,379,0.0003438661020008316,0.00040445402174692956,0.07592522008147101,0.09624188587251,0.2962734960333099,0.8965578063457383,1,419,3.3190744754710186,4.856719533443451,-18.735837913513183
52,7,24,25,1,0.010541293718744257,0.050293156694444924,0.056605925646016866,0.09638647760970676,0.566886709592722,0.22193426990245102,5,182,0.6102958198052849,0.35491360664367677,-0.4347320264577866
53,73,782,637,379,0.0003438661020008316,0.00040445402174692956,0.07592522008147101,0.09624188587251,0.2962734960333099,0.8965578063457383,1,419,2.0853320383389327,2.9727901127338408,-16.487642448425294
54,54,7,400,8,0.00020957818106158308,0.0005695346832137293,0.09474237372101274,0.05988834677270252,0.3655228455278583,0.6736886043473262,8,964,3.7010421366255115,2.7854928495883944,-7.0131088976860045
55,36,53,2,87,0.0028988359358798157,0.0007976306074560913,0.028158125334483277,0.04149174436039086,0.9059859716484966,0.5309123674725734,20,1,0.015127457784602035,0.0,0.0
56,344,13,112,1,2.6836927500565675e-05,0.0002532585691439175,0.02913176684275658,0.037523963869698466,0.6682236085551324,0.309878820474216,14,475,1.8538498415049847,1.1920510575771333,-1.5713550782203674
57,54,7,400,8,0.00020957818106158308,0.0005695346832137293,0.09474237372101274,0.05988834677270252,0.3655228455278583,0.6736886043473262,8,964,4.184998384953811,2.4613118593692778,-6.1663210272789
58,1,1,26,872,0.012223581559008946,0.0006223763014813153,0.03303500713735039,0.01992105071487077,0.9855933900085383,0.010291007216694736,1,1,0.011624606490246145,0.003137508034706116,-0.00463818097114563
59,32,216,86,773,0.00043312606670083793,0.00029920127125161505,0.08671807137386918,0.06683701609221203,0.10385851559485554,0.6105666498379814,1,209,1.2192461694468528,0.5995031878352165,-2.55078231048584
